name,sex,noc,games,year,city,sport,event,medal,times
"Donald E. ""Don"" Scott",M,GBR,1948 Summer,1948,London,Boxing,Boxing Men's Light-Heavyweight,Silver,11
"John Alan ""Johnny"" Wright",M,GBR,1948 Summer,1948,London,Boxing,Boxing Men's Middleweight,Silver,11
"Ernest Albert ""Ernie"" Clements",M,GBR,1948 Summer,1948,London,Cycling,"Cycling Men's Road Race, Team",Silver,11
"Reginald Hargreaves ""Reg"" Harris",M,GBR,1948 Summer,1948,London,Cycling,Cycling Men's Sprint,Silver,11
Alan Bannister,M,GBR,1948 Summer,1948,London,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver,11
"Robert Edward ""Bob"" Adlard",M,GBR,1948 Summer,1948,London,Hockey,Hockey Men's Hockey,Silver,11
"Christopher Bertram Ronald ""Chris"" Barton",M,GBR,1948 Summer,1948,London,Rowing,Rowing Men's Coxed Eights,Silver,11
Julian Gerard Creus,M,GBR,1948 Summer,1948,London,Weightlifting,Weightlifting Men's Bantamweight,Silver,11
Rosamund Mary Beatrice Fletcher,F,GBR,1948 Summer,1948,London,Art Competitions,"Art Competitions Mixed Sculpturing, Reliefs",Bronze,11
Terence Lloyd Johnson,M,GBR,1948 Summer,1948,London,Athletics,Athletics Men's 50 kilometres Walk,Bronze,11
"Thomas Charles ""Tommy"" Godwin",M,GBR,1948 Summer,1948,London,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze,11
Robert Alan Geldard,M,GBR,1948 Summer,1948,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,11
Arthur Carr,M,GBR,1948 Summer,1948,London,Equestrianism,"Equestrianism Men's Jumping, Team",Bronze,11
"Catherine ""Cathie"" Gibson (-Brown)",F,GBR,1948 Summer,1948,London,Swimming,Swimming Women's 400 metres Freestyle,Bronze,11
"James ""Jim"" Halliday",M,GBR,1948 Summer,1948,London,Weightlifting,Weightlifting Men's Lightweight,Bronze,11
"Henry Morton ""Harry"" Llewellyn",M,GBR,1952 Summer,1952,Helsinki,Equestrianism,"Equestrianism Men's Jumping, Team",Gold,12
Sheila W. Lerwill (Alexander-),F,GBR,1952 Summer,1952,Helsinki,Athletics,Athletics Women's High Jump,Silver,12
Charles Norman Currey,M,GBR,1952 Summer,1952,Helsinki,Sailing,Sailing Mixed One Person Dinghy,Silver,12
Emmanuel McDonald Bailey,M,GBR,1952 Summer,1952,Helsinki,Athletics,Athletics Men's 100 metres,Bronze,12
John Ivor Disley,M,GBR,1952 Summer,1952,Helsinki,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,12
"Heather Joy Armitage (-Young, -McClelland)",F,GBR,1952 Summer,1952,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,12
Shirley Cawley (-Berry),F,GBR,1952 Summer,1952,Helsinki,Athletics,Athletics Women's Long Jump,Bronze,12
"Donald Christopher ""Don"" Burgess",M,GBR,1952 Summer,1952,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,12
Denys John Carnill,M,GBR,1952 Summer,1952,Helsinki,Hockey,Hockey Men's Hockey,Bronze,12
"Helen Orr ""Elenor"" Gordon-McKay",F,GBR,1952 Summer,1952,Helsinki,Swimming,Swimming Women's 200 metres Breaststroke,Bronze,12
"Kenneth Alan ""Ken"" Richmond",M,GBR,1952 Summer,1952,Helsinki,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze,12
"Christopher William ""Chris"" Brasher",M,GBR,1956 Summer,1956,Melbourne,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold,13
"Terence George ""Terry"" Spinks",M,GBR,1956 Summer,1956,Melbourne,Boxing,Boxing Men's Flyweight,Gold,13
"Richard ""Dick"" McTaggart",M,GBR,1956 Summer,1956,Melbourne,Boxing,Boxing Men's Lightweight,Gold,13
"Albert Edwin ""Bertie"" Hill",M,GBR,1956 Summer,1956,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,13
Gillian Mary Sheen (-Donaldson),F,GBR,1956 Summer,1956,Melbourne,Fencing,"Fencing Women's Foil, Individual",Gold,13
"Judith Brenda Grinham (-Rowley, -Roe)",F,GBR,1956 Summer,1956,Melbourne,Swimming,Swimming Women's 100 metres Backstroke,Gold,13
Douglas Alistair Gordon Pirie,M,GBR,1956 Summer,1956,Melbourne,Athletics,"Athletics Men's 5,000 metres",Silver,13
Derek James Neville Johnson,M,GBR,1956 Summer,1956,Melbourne,Athletics,Athletics Men's 800 metres,Silver,13
"Heather Joy Armitage (-Young, -McClelland)",F,GBR,1956 Summer,1956,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,13
Thelma Elizabeth Hopkins (-McClernon),F,GBR,1956 Summer,1956,Melbourne,Athletics,Athletics Women's High Jump,Silver,13
"Thomas G. ""Tommy"" Nicholls",M,GBR,1956 Summer,1956,Melbourne,Boxing,Boxing Men's Featherweight,Silver,13
"Arthur Stanley ""Stan"" Brittain",M,GBR,1956 Summer,1956,Melbourne,Cycling,"Cycling Men's Road Race, Team",Silver,13
David Graham Bowker,M,GBR,1956 Summer,1956,Melbourne,Sailing,Sailing Mixed 5.5 metres,Silver,13
Francis Peter Higgins,M,GBR,1956 Summer,1956,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,13
George Derek Ibbotson,M,GBR,1956 Summer,1956,Melbourne,Athletics,"Athletics Men's 5,000 metres",Bronze,13
John McCormack,M,GBR,1956 Summer,1956,Melbourne,Boxing,Boxing Men's Light-Middleweight,Bronze,13
"Nicolo ""Nicky"" Gargano",M,GBR,1956 Summer,1956,Melbourne,Boxing,Boxing Men's Welterweight,Bronze,13
Alan Wharmby Jackson,M,GBR,1956 Summer,1956,Melbourne,Cycling,"Cycling Men's Road Race, Individual",Bronze,13
"Donald Christopher ""Don"" Burgess",M,GBR,1956 Summer,1956,Melbourne,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,13
"Francis William Charles ""Frank"" Weldon",M,GBR,1956 Summer,1956,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Bronze,13
Peter David Robeson,M,GBR,1956 Summer,1956,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,13
Ronald Backus,M,GBR,1956 Summer,1956,Melbourne,Sailing,Sailing Mixed Three Person Keelboat,Bronze,13
Jasper Roy Blackall,M,GBR,1956 Summer,1956,Melbourne,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze,13
Margaret Edwards (-Wilding),F,GBR,1956 Summer,1956,Melbourne,Swimming,Swimming Women's 100 metres Backstroke,Bronze,13
"Donald James ""Don"" Thompson",M,GBR,1960 Summer,1960,Roma,Athletics,Athletics Men's 50 kilometres Walk,Gold,14
Anita Lonsbrough (-Porter),F,GBR,1960 Summer,1960,Roma,Swimming,Swimming Women's 200 metres Breaststroke,Gold,14
Dorothy Hyman,F,GBR,1960 Summer,1960,Roma,Athletics,Athletics Women's 100 metres,Silver,14
"Carole Louise Quinton (-Barr, -Kibble-White)",F,GBR,1960 Summer,1960,Roma,Athletics,Athletics Women's 80 metres Hurdles,Silver,14
Dorothy Ada Shirley (-Emerson),F,GBR,1960 Summer,1960,Roma,Athletics,Athletics Women's High Jump,Silver,14
Allan Louis Neville Jay,M,GBR,1960 Summer,1960,Roma,Fencing,"Fencing Men's epee, Individual",Silver,14
Michael O'Donel Bjarne Alexander,M,GBR,1960 Summer,1960,Roma,Fencing,"Fencing Men's epee, Team",Silver,14
Natalie Alwyne Steward,F,GBR,1960 Summer,1960,Roma,Swimming,Swimming Women's 100 metres Backstroke,Silver,14
Peter Frank Radford,M,GBR,1960 Summer,1960,Roma,Athletics,Athletics Men's 100 metres,Bronze,14
"Stanley Frank ""Stan"" Vickers",M,GBR,1960 Summer,1960,Roma,Athletics,Athletics Men's 20 kilometres Walk,Bronze,14
David Henry Jones,M,GBR,1960 Summer,1960,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,14
Dorothy Hyman,F,GBR,1960 Summer,1960,Roma,Athletics,Athletics Women's 200 metres,Bronze,14
"William ""Willie"" Fisher",M,GBR,1960 Summer,1960,Roma,Boxing,Boxing Men's Light-Middleweight,Bronze,14
"Richard ""Dick"" McTaggart",M,GBR,1960 Summer,1960,Roma,Boxing,Boxing Men's Lightweight,Bronze,14
"James ""Jim"" Lloyd",M,GBR,1960 Summer,1960,Roma,Boxing,Boxing Men's Welterweight,Bronze,14
Brian Eric Phelps,M,GBR,1960 Summer,1960,Roma,Diving,Diving Men's Platform,Bronze,14
"Elizabeth Anne Esther ""Liz"" Ferris",F,GBR,1960 Summer,1960,Roma,Diving,Diving Women's Springboard,Bronze,14
David McPherson Broome,M,GBR,1960 Summer,1960,Roma,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze,14
Natalie Alwyne Steward,F,GBR,1960 Summer,1960,Roma,Swimming,Swimming Women's 100 metres Freestyle,Bronze,14
Louis George Martin,M,GBR,1960 Summer,1960,Roma,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze,14
"Kenneth Joseph ""Ken"" Matthews",M,GBR,1964 Summer,1964,Tokyo,Athletics,Athletics Men's 20 kilometres Walk,Gold,15
Lynn Davies,M,GBR,1964 Summer,1964,Tokyo,Athletics,Athletics Men's Long Jump,Gold,15
Ann Elizabeth Packer (-Brightwell),F,GBR,1964 Summer,1964,Tokyo,Athletics,Athletics Women's 800 metres,Gold,15
"Mary Denise Bignal-Rand (-Toomey, -Reese)",F,GBR,1964 Summer,1964,Tokyo,Athletics,Athletics Women's Long Jump,Gold,15
Maurice Herriott,M,GBR,1964 Summer,1964,Tokyo,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,15
Robbie Ian Brightwell,M,GBR,1964 Summer,1964,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,15
John Hugh Cooper,M,GBR,1964 Summer,1964,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,Silver,15
Vincent Paul Nihill,M,GBR,1964 Summer,1964,Tokyo,Athletics,Athletics Men's 50 kilometres Walk,Silver,15
Benjamin Basil Heatley,M,GBR,1964 Summer,1964,Tokyo,Athletics,Athletics Men's Marathon,Silver,15
Ann Elizabeth Packer (-Brightwell),F,GBR,1964 Summer,1964,Tokyo,Athletics,Athletics Women's 400 metres,Silver,15
"Mary Denise Bignal-Rand (-Toomey, -Reese)",F,GBR,1964 Summer,1964,Tokyo,Athletics,Athletics Women's Pentathlon,Silver,15
"Henry William Furse ""Bill"" Hoskyns",M,GBR,1964 Summer,1964,Tokyo,Fencing,"Fencing Men's epee, Individual",Silver,15
William Louis Barry,M,GBR,1964 Summer,1964,Tokyo,Rowing,Rowing Men's Coxless Fours,Silver,15
"Arthur William Crawford ""Tony"" Morgan",M,GBR,1964 Summer,1964,Tokyo,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver,15
"Robert Bilsland ""Bobby"" McGregor",M,GBR,1964 Summer,1964,Tokyo,Swimming,Swimming Men's 100 metres Freestyle,Silver,15
Louis George Martin,M,GBR,1964 Summer,1964,Tokyo,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,15
Daphne Arden (-Slater),F,GBR,1964 Summer,1964,Tokyo,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,15
Peter David Robeson,M,GBR,1964 Summer,1964,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze,15
"David Peter ""Dave"" Hemery",M,GBR,1968 Summer,1968,Mexico City,Athletics,Athletics Men's 400 metres Hurdles,Gold,16
"Christopher Martin ""Chris"" Finnegan",M,GBR,1968 Summer,1968,Mexico City,Boxing,Boxing Men's Middleweight,Gold,16
Derek Swithin Allhusen,M,GBR,1968 Summer,1968,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,16
Iain Somerled MacDonald-Smith,M,GBR,1968 Summer,1968,Mexico City,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold,16
"John Robert ""Bob"" Braithwaite",M,GBR,1968 Summer,1968,Mexico City,Shooting,Shooting Mixed Trap,Gold,16
Lillian Barbara Board,F,GBR,1968 Summer,1968,Mexico City,Athletics,Athletics Women's 400 metres,Silver,16
Sheila Hilary Parkin-Sherwood,F,GBR,1968 Summer,1968,Mexico City,Athletics,Athletics Women's Long Jump,Silver,16
Marion Janice Coakes (-Mould),F,GBR,1968 Summer,1968,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver,16
Derek Swithin Allhusen,M,GBR,1968 Summer,1968,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver,16
Martyn John Woodroffe,M,GBR,1968 Summer,1968,Mexico City,Swimming,Swimming Men's 200 metres Butterfly,Silver,16
John Sherwood,M,GBR,1968 Summer,1968,Mexico City,Athletics,Athletics Men's 400 metres Hurdles,Bronze,16
David McPherson Broome,M,GBR,1968 Summer,1968,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze,16
Robin Allingham Aisher,M,GBR,1968 Summer,1968,Mexico City,Sailing,Sailing Mixed 5.5 metres,Bronze,16
Mary Elizabeth Peters,F,GBR,1972 Summer,1972,Munich,Athletics,Athletics Women's Pentathlon,Gold,17
Richard John Hannay Meade,M,GBR,1972 Summer,1972,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold,17
Mary Diana Gordon-Watson,F,GBR,1972 Summer,1972,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,17
Christopher Davies,M,GBR,1972 Summer,1972,Munich,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold,17
"David Peter ""Dave"" Hemery",M,GBR,1972 Summer,1972,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,17
Ann Elizabeth Moore,F,GBR,1972 Summer,1972,Munich,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver,17
David Collin Starbrook,M,GBR,1972 Summer,1972,Munich,Judo,Judo Men's Half-Heavyweight,Silver,17
David Charles Gower Hunt,M,GBR,1972 Summer,1972,Munich,Sailing,Sailing Mixed Two Person Keelboat,Silver,17
David Andrew Wilkie,M,GBR,1972 Summer,1972,Munich,Swimming,Swimming Men's 200 metres Breaststroke,Silver,17
"David Peter ""Dave"" Hemery",M,GBR,1972 Summer,1972,Munich,Athletics,Athletics Men's 400 metres Hurdles,Bronze,17
Ian Stewart,M,GBR,1972 Summer,1972,Munich,Athletics,"Athletics Men's 5,000 metres",Bronze,17
George Turpin,M,GBR,1972 Summer,1972,Munich,Boxing,Boxing Men's Bantamweight,Bronze,17
Ralph Evans,M,GBR,1972 Summer,1972,Munich,Boxing,Boxing Men's Light-Flyweight,Bronze,17
Alan Minter,M,GBR,1972 Summer,1972,Munich,Boxing,Boxing Men's Light-Middleweight,Bronze,17
"Michael John ""Mick"" Bennett",M,GBR,1972 Summer,1972,Munich,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,17
Brian Albert Thomas Jacks,M,GBR,1972 Summer,1972,Munich,Judo,Judo Men's Middleweight,Bronze,17
Angelo Parisi,M,GBR,1972 Summer,1972,Munich,Judo,Judo Men's Open Class,Bronze,17
John Marriott Kynoch,M,GBR,1972 Summer,1972,Munich,Shooting,"Shooting Mixed Running Target, 50 metres",Bronze,17
"Jeremy Robert ""Jim"" Fox",M,GBR,1976 Summer,1976,Montreal,Modern Pentathlon,Modern Pentathlon Men's Team,Gold,18
John Osborn,M,GBR,1976 Summer,1976,Montreal,Sailing,Sailing Mixed Multihull,Gold,18
David Andrew Wilkie,M,GBR,1976 Summer,1976,Montreal,Swimming,Swimming Men's 200 metres Breaststroke,Gold,18
Keith J. Remfry,M,GBR,1976 Summer,1976,Montreal,Judo,Judo Men's Open Class,Silver,18
"Richard James Scott ""Jim"" Clark",M,GBR,1976 Summer,1976,Montreal,Rowing,Rowing Men's Coxed Eights,Silver,18
"Christopher Latham ""Chris"" Baillieu",M,GBR,1976 Summer,1976,Montreal,Rowing,Rowing Men's Double Sculls,Silver,18
Julian Brooke-Houghton,M,GBR,1976 Summer,1976,Montreal,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver,18
David Andrew Wilkie,M,GBR,1976 Summer,1976,Montreal,Swimming,Swimming Men's 100 metres Breaststroke,Silver,18
Brendan Foster,M,GBR,1976 Summer,1976,Montreal,Athletics,"Athletics Men's 10,000 metres",Bronze,18
"Patrick ""Pat"" Cowdell",M,GBR,1976 Summer,1976,Montreal,Boxing,Boxing Men's Bantamweight,Bronze,18
Ian A. Banbury,M,GBR,1976 Summer,1976,Montreal,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,18
David Collin Starbrook,M,GBR,1976 Summer,1976,Montreal,Judo,Judo Men's Half-Heavyweight,Bronze,18
Brian Brinkley,M,GBR,1976 Summer,1976,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,18
"Sebastian Newbold ""Seb"" Coe",M,GBR,1980 Summer,1980,Moskva,Athletics,"Athletics Men's 1,500 metres",Gold,19
Allan Wipper Wells,M,GBR,1980 Summer,1980,Moskva,Athletics,Athletics Men's 100 metres,Gold,19
"Stephen Michael John ""Steve"" Ovett",M,GBR,1980 Summer,1980,Moskva,Athletics,Athletics Men's 800 metres,Gold,19
"Francis Morgan ""Daley"" Thompson",M,GBR,1980 Summer,1980,Moskva,Athletics,Athletics Men's Decathlon,Gold,19
Duncan Alexander Goodhew,M,GBR,1980 Summer,1980,Moskva,Swimming,Swimming Men's 100 metres Breaststroke,Gold,19
Allan Wipper Wells,M,GBR,1980 Summer,1980,Moskva,Athletics,Athletics Men's 200 metres,Silver,19
"Sebastian Newbold ""Seb"" Coe",M,GBR,1980 Summer,1980,Moskva,Athletics,Athletics Men's 800 metres,Silver,19
Adrian Neil Adams,M,GBR,1980 Summer,1980,Moskva,Judo,Judo Men's Lightweight,Silver,19
John Henry Clay,M,GBR,1980 Summer,1980,Moskva,Rowing,Rowing Men's Coxed Eights,Silver,19
Philip Hubble,M,GBR,1980 Summer,1980,Moskva,Swimming,Swimming Men's 200 metres Butterfly,Silver,19
June Alexandra Croft,F,GBR,1980 Summer,1980,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,19
"Sharron Elizabeth Davies (-Crisp, -Redmond, -Kingston)",F,GBR,1980 Summer,1980,Moskva,Swimming,Swimming Women's 400 metres Individual Medley,Silver,19
"Stephen Michael John ""Steve"" Ovett",M,GBR,1980 Summer,1980,Moskva,Athletics,"Athletics Men's 1,500 metres",Bronze,19
Gary James Oakes,M,GBR,1980 Summer,1980,Moskva,Athletics,Athletics Men's 400 metres Hurdles,Bronze,19
"Beverley Lanita ""Bev"" Goddard-Callender",F,GBR,1980 Summer,1980,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,19
Joslyn Yvonne Hoyte-Smith,F,GBR,1980 Summer,1980,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,19
"Anthony ""Tony"" Willis",M,GBR,1980 Summer,1980,Moskva,Boxing,Boxing Men's Light-Welterweight,Bronze,19
Arthur Mapp,M,GBR,1980 Summer,1980,Moskva,Judo,Judo Men's Open Class,Bronze,19
John M. Beattie,M,GBR,1980 Summer,1980,Moskva,Rowing,Rowing Men's Coxless Fours,Bronze,19
Malcolm James Carmichael,M,GBR,1980 Summer,1980,Moskva,Rowing,Rowing Men's Coxless Pairs,Bronze,19
Gary Abraham,M,GBR,1980 Summer,1980,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,19
"Sebastian Newbold ""Seb"" Coe",M,GBR,1984 Summer,1984,Los Angeles,Athletics,"Athletics Men's 1,500 metres",Gold,20
"Francis Morgan ""Daley"" Thompson",M,GBR,1984 Summer,1984,Los Angeles,Athletics,Athletics Men's Decathlon,Gold,20
"Theresa Ione ""Tessa"" Sanderson (-White)",F,GBR,1984 Summer,1984,Los Angeles,Athletics,Athletics Women's Javelin Throw,Gold,20
Richard Gordon McBride Budgett,M,GBR,1984 Summer,1984,Los Angeles,Rowing,Rowing Men's Coxed Fours,Gold,20
Malcolm Douglas Cooper,M,GBR,1984 Summer,1984,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold,20
"Stephen ""Steve"" Cram",M,GBR,1984 Summer,1984,Los Angeles,Athletics,"Athletics Men's 1,500 metres",Silver,20
"Michael James ""Mike"" McLeod",M,GBR,1984 Summer,1984,Los Angeles,Athletics,"Athletics Men's 10,000 metres",Silver,20
Kriss Kezie Uche Chukwu Duru Akabusi,M,GBR,1984 Summer,1984,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,20
"Sebastian Newbold ""Seb"" Coe",M,GBR,1984 Summer,1984,Los Angeles,Athletics,Athletics Men's 800 metres,Silver,20
"David Charles ""Dave"" Ottley",M,GBR,1984 Summer,1984,Los Angeles,Athletics,Athletics Men's Javelin Throw,Silver,20
Shirley Elaine Strong,F,GBR,1984 Summer,1984,Los Angeles,Athletics,Athletics Women's 100 metres Hurdles,Silver,20
Wendy Sly (Smith-),F,GBR,1984 Summer,1984,Los Angeles,Athletics,"Athletics Women's 3,000 metres",Silver,20
"Timothy John ""Tim"" Grubb",M,GBR,1984 Summer,1984,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,20
Diana Clapham,F,GBR,1984 Summer,1984,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,20
Adrian Neil Adams,M,GBR,1984 Summer,1984,Los Angeles,Judo,Judo Men's Half-Middleweight,Silver,20
Sarah Lucy Hardcastle (-Thomas),F,GBR,1984 Summer,1984,Los Angeles,Swimming,Swimming Women's 400 metres Freestyle,Silver,20
"Charles ""Charlie"" Spedding",M,GBR,1984 Summer,1984,Los Angeles,Athletics,Athletics Men's Marathon,Bronze,20
Keith Leroy Connor,M,GBR,1984 Summer,1984,Los Angeles,Athletics,Athletics Men's Triple Jump,Bronze,20
"Beverley Lanita ""Bev"" Goddard-Callender",F,GBR,1984 Summer,1984,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,20
"Kathryn Jane ""Kathy"" Smallwood-Cook",F,GBR,1984 Summer,1984,Los Angeles,Athletics,Athletics Women's 400 metres,Bronze,20
"Fatima N. (Fatma-) Whitbread (Vedad-, -Norman)",F,GBR,1984 Summer,1984,Los Angeles,Athletics,Athletics Women's Javelin Throw,Bronze,20
"Susan Christina ""Sue"" Hearnshaw (-Telfer)",F,GBR,1984 Summer,1984,Los Angeles,Athletics,Athletics Women's Long Jump,Bronze,20
"Robert ""Bobby"" Wells",M,GBR,1984 Summer,1984,Los Angeles,Boxing,Boxing Men's Super-Heavyweight,Bronze,20
Virginia Helen Antoinette Holgate-Leng (-Elliott),F,GBR,1984 Summer,1984,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze,20
Paul Jason Barber,M,GBR,1984 Summer,1984,Los Angeles,Hockey,Hockey Men's Hockey,Bronze,20
Neil J. Eckersley,M,GBR,1984 Summer,1984,Los Angeles,Judo,Judo Men's Extra-Lightweight,Bronze,20
Kerrith S. Brown,M,GBR,1984 Summer,1984,Los Angeles,Judo,Judo Men's Lightweight,Bronze,20
Peter Frank Allam,M,GBR,1984 Summer,1984,Los Angeles,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze,20
Barry Edward Dagger,M,GBR,1984 Summer,1984,Los Angeles,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze,20
Michael J. Sullivan,M,GBR,1984 Summer,1984,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze,20
Alister Millar Allan,M,GBR,1984 Summer,1984,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze,20
Neil Cochran,M,GBR,1984 Summer,1984,Los Angeles,Swimming,Swimming Men's 200 metres Individual Medley,Bronze,20
"Andrew ""Andy"" Astbury",M,GBR,1984 Summer,1984,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,20
June Alexandra Croft,F,GBR,1984 Summer,1984,Los Angeles,Swimming,Swimming Women's 400 metres Freestyle,Bronze,20
Sarah Lucy Hardcastle (-Thomas),F,GBR,1984 Summer,1984,Los Angeles,Swimming,Swimming Women's 800 metres Freestyle,Bronze,20
David Mercer,M,GBR,1984 Summer,1984,Los Angeles,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze,20
